AccessionID,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
CY097772.1,Influenza A virus (A/mallard/Mississippi/442/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1422,partial,USA: Mississippi,USA,Anas platyrhynchos,,"Spiro,D., Halpin,R., Bera,J., Dugan,V., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Slemons,R., Nolting,J., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",19/1/2010,22/8/2011,ssRNA(-)
CY097783.1,Influenza A virus (A/swine/Alberta/25/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1390,partial,Canada: Alberta,Canada,Sus scrofa,,"Ma,W., Belisle,S.E., Mosier,D., Li,X., Stigger-Rosser,E., Liu,Q., Qiao,C., Elder,J., Webby,R., Katze,M.G., Richt,J.A., Forgie,S., Keenliside,J.",2009,22/8/2011,ssRNA(-)
CY097791.1,Influenza A virus (A/Dakar/WRAIR0020T/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,Senegal: Dakar,Senegal,Homo sapiens,oronasopharynx,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",16/2/2010,23/8/2011,ssRNA(-)
CY097799.1,Influenza A virus (A/District of Columbia/WRAIR0303/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",26/12/2010,23/8/2011,ssRNA(-)
CY097807.1,Influenza A virus (A/District of Columbia/WRAIR0304/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",24/12/2010,23/8/2011,ssRNA(-)
CY097815.1,Influenza A virus (A/District of Columbia/WRAIR0306/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",28/12/2010,23/8/2011,ssRNA(-)
CY097823.1,Influenza A virus (A/District of Columbia/WRAIR0307/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",24/12/2010,23/8/2011,ssRNA(-)
CY097831.1,Influenza A virus (A/District of Columbia/WRAIR0308/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",29/12/2010,23/8/2011,ssRNA(-)
CY097839.1,Influenza A virus (A/District of Columbia/WRAIR0309/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",30/12/2010,23/8/2011,ssRNA(-)
CY097847.1,Influenza A virus (A/District of Columbia/WRAIR0310/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: District of Columbia,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",27/8/2010,23/8/2011,ssRNA(-)
CY097878.1,Influenza A virus (A/Mexico/47N/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,Mexico: Mexico City,Mexico,Homo sapiens,oronasopharynx,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",25/4/2009,23/8/2011,ssRNA(-)
CY097886.1,Influenza A virus (A/South Carolina/WRAIR1645P/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: South Carolina,USA,Homo sapiens,,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",17/7/2009,23/8/2011,ssRNA(-)
CY097950.1,Influenza A virus (A/Amman/WRAIR3448N/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,Jordan: Amman,Jordan,Homo sapiens,oronasopharynx,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",23/12/2010,23/8/2011,ssRNA(-)
CY097958.1,Influenza A virus (A/Amman/WRAIR3448T/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,Jordan: Amman,Jordan,Homo sapiens,oronasopharynx,"Houng,H.-S.H., Zhou,Y., Li,T., Gong,H., Lyons,A., Kuschner,R.",23/12/2010,23/8/2011,ssRNA(-)
CY098092.1,Influenza A virus (A/Chile/89/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Chile: Santiago,Chile,Homo sapiens,,"Nelson,K., Spiro,D., Kirkness,E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Ferres,M., Medina,R.A., Martines-Valdebenito,C., Godoy,P., Rivero,A., Rabagliati,R., Siri,L., Garcia-Sastre,A., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",19/8/2010,29/8/2011,ssRNA(-)
CY098100.1,Influenza A virus (A/Khon Kaen/INS461/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Khon Kaen,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",12/7/2010,29/8/2011,ssRNA(-)
CY098108.1,Influenza A virus (A/Bangkok/INS484/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",16/8/2010,29/8/2011,ssRNA(-)
CY098116.1,Influenza A virus (A/Bangkok/INS486/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",18/8/2010,29/8/2011,ssRNA(-)
CY098124.1,Influenza A virus (A/Bangkok/INS487/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",18/8/2010,29/8/2011,ssRNA(-)
CY098132.1,Influenza A virus (A/Bangkok/INS488/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",18/8/2010,29/8/2011,ssRNA(-)
CY098140.1,Influenza A virus (A/Bangkok/INS490/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",20/8/2010,29/8/2011,ssRNA(-)
CY098148.1,Influenza A virus (A/Bangkok/INS502/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",25/8/2010,29/8/2011,ssRNA(-)
CY098156.1,Influenza A virus (A/Bangkok/INS508/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",27/8/2010,29/8/2011,ssRNA(-)
CY098164.1,Influenza A virus (A/Bangkok/INS509/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",30/8/2010,29/8/2011,ssRNA(-)
CY098172.1,Influenza A virus (A/Chile/70/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Chile: Santiago,Chile,Homo sapiens,,"Nelson,K., Spiro,D., Kirkness,E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Ferres,M., Medina,R.A., Martines-Valdebenito,C., Godoy,P., Rivero,A., Rabagliati,R., Siri,L., Garcia-Sastre,A., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",16/8/2010,30/8/2011,ssRNA(-)
CY098204.1,Influenza A virus (A/Khon Kaen/INS444/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Khon Kaen,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",10/7/2010,30/8/2011,ssRNA(-)
JN582053.1,Influenza A virus (A/New York/08-1253/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1463,partial,USA: New York,USA,Homo sapiens,,"Bouvier,N.M., Rahmat,S., Pica,N.",5/2/2008,30/8/2011,ssRNA(-)
JN582061.1,Influenza A virus (A/New York/08-1326/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1462,partial,USA: New York,USA,Homo sapiens,,"Bouvier,N.M., Rahmat,S., Pica,N.",13/2/2008,30/8/2011,ssRNA(-)
JN596859.1,Influenza A virus (A/Orenburg/01/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1433,complete,Russia,Russia,Homo sapiens,oronasopharynx,"Shikov,A.N., Ternovoi,V.A., Demina,O.K., Sementsova,A.O., Sergeeva,E.I., Berillo,S.A., Agafonov,A.P., Sergeev,A.N.",6/8/2009,4/9/2011,ssRNA(-)
CY073929.1,Influenza A virus (A/Mexico/UASLP-005/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,Mexico: SLP,Mexico,Homo sapiens,oronasopharynx,"Contreras-Trevino,H.I., Godoy-Lozano,E., Aranda-Romo,S., Hernandez-Salinas,A.E., Noyola,D.E., Garcia-Sepulveda,C.A.",29/1/2008,6/9/2011,ssRNA(-)
CY073937.1,Influenza A virus (A/Mexico/UASLP-006/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,Mexico: SLP,Mexico,Homo sapiens,oronasopharynx,"Contreras-Trevino,H.I., Godoy-Lozano,E., Aranda-Romo,S., Hernandez-Salinas,A.E., Noyola,D.E., Garcia-Sepulveda,C.A.",28/1/2008,6/9/2011,ssRNA(-)
CY073962.1,Influenza A virus (A/Mexico/UASLP-009/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,Mexico: SLP,Mexico,Homo sapiens,oronasopharynx,"Contreras-Trevino,H.I., Godoy-Lozano,E., Aranda-Romo,S., Hernandez-Salinas,A.E., Noyola,D.E., Garcia-Sepulveda,C.A.",10/12/2008,6/9/2011,ssRNA(-)
JN617976.1,Influenza A virus (A/swine/Alberta/25/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,Canada: Alberta,Canada,Sus scrofa,,"Ma,W., Belisle,S.E., Mosier,D., Li,X., Stigger-Rosser,E., Liu,Q., Qiao,C., Elder,J., Webby,R., Katze,M.G., Richt,J.A.",2009,12/9/2011,ssRNA(-)
CY098547.1,Influenza A virus (A/North Fitzroy/INS463/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Australia: North Fitzroy,Australia,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",10/8/2010,13/9/2011,ssRNA(-)
CY098555.1,Influenza A virus (A/Bangkok/INS516/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",2/9/2010,13/9/2011,ssRNA(-)
JN631040.1,Influenza A virus (A/Shanghai/2167T/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,China,China,Homo sapiens,,"Hu,Y., Zhang,W. Sr., Tian,D., He,J., Xu,L., Liu,Y., Zhou,Z.",15/1/2010,14/9/2011,ssRNA(-)
JN631043.1,Influenza A virus (A/Shanghai/1195T/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,China,China,Homo sapiens,,"Hu,Y., Zhang,W., Tian,D., He,J., Xu,L., Liu,Y., Zhou,Z.",21/7/2009,14/9/2011,ssRNA(-)
JN631046.1,Influenza A virus (A/Shanghai/1744T/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,China,China,Homo sapiens,,"Hu,Y., Zhang,W., Tian,D., He,J., Xu,L., Liu,Y., Zhou,Z.",13/11/2009,14/9/2011,ssRNA(-)
JN631047.1,Influenza A virus (A/Shanghai/1300T/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,China,China,Homo sapiens,,"Hu,Y., Zhang,W. Sr., Tian,D., He,J., Xu,L., Liu,Y., Zhou,Z.",11/8/2009,14/9/2011,ssRNA(-)
JN632581.1,Influenza A virus (A/Ontario/842001/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1438,complete,Canada,Canada,Homo sapiens,oronasopharynx,"Higgins,R.R., Li,A., Beniprashad,M.D., Low,D.E., Gubbay,J.B.",30/12/2010,14/9/2011,ssRNA(-)
CY098565.1,Influenza A virus (A/Bangkok/INS520/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1420,partial,Thailand: Bangkok,Thailand,Homo sapiens,,"Spiro,D., Halpin,R., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Kim,M., Szczypinski,B., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Lynfield,R., Losso,M., Davey,R., Dwyer,D., Neaton,J., Lane,C., Lin,X., Wentworth,D.E., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",22/9/2010,16/9/2011,ssRNA(-)
HE584750.1,Influenza A virus (A/swine/Holguin/121/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,A/swine/Holguin/121/2010,1438,complete,,,,,"Perez,L.J., Perera,C.L., Vega,A., Frias,M.T., Ganges,L., Nunez,J.I., Diaz de Arce,H.",1/11/2010,16/9/2011,ssRNA(-)
HE584758.1,Influenza A virus (A/swine/La Habana/130/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,A/swine/La Habana/130/2010,1438,complete,,,,,"Perez,L.J., Perera,C.L., Vega,A., Frias,M.T., Ganges,L., Nunez,J.I., Diaz de Arce,H.",1/11/2010,16/9/2011,ssRNA(-)
HE589468.1,Influenza A virus (A/swine/Pinar del Rio/3/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,A/swine/Pinar del Rio/3/2010,1410,complete,Cuba,Cuba,,,"Perez,L.J., Perera,C.L., Vega,A., Frias,M.T., Ganges,L., Nunez,J.I., Diaz de Arce,H.",1/11/2010,19/9/2011,ssRNA(-)
CY099071.1,Influenza A virus (A/swine/Illinois/02238/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1433,partial,USA: Illinois,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",16/7/2008,20/9/2011,ssRNA(-)
CY099097.1,Influenza A virus (A/swine/Illinois/02064/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1434,partial,USA: Illinois,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",12/3/2008,20/9/2011,ssRNA(-)
CY099121.1,Influenza A virus (A/swine/Minnesota/02053/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: Minnesota,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",28/2/2008,20/9/2011,ssRNA(-)
CY099137.1,Influenza A virus (A/swine/Minnesota/02905/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,USA: Minnesota,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",21/10/2009,20/9/2011,ssRNA(-)
CY099161.1,Influenza A virus (A/swine/Ohio/02026/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1433,partial,USA: Ohio,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",15/2/2008,20/9/2011,ssRNA(-)
CY099185.1,Influenza A virus (A/swine/Minnesota/02979/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1432,partial,USA: Minnesota,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",17/2/2010,20/9/2011,ssRNA(-)
CY099241.1,Influenza A virus (A/swine/Minnesota/02475/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1433,partial,USA: Minnesota,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",8/12/2008,20/9/2011,ssRNA(-)
CY099257.1,Influenza A virus (A/swine/Illinois/02251/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1433,partial,USA: Illinois,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",16/7/2008,20/9/2011,ssRNA(-)
CY099265.1,Influenza A virus (A/swine/Illinois/01981/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1433,partial,USA: Illinois,USA,Sus scrofa,,"Nelson,K., Wentworth,D.E., Halpin,R., Bera,J., Ghedin,E., Dugan,V., Lin,X., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Kim,M., Detmer,S.E., Gramer,M.R., Sreevatsan,S., Darnell,D., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",16/1/2008,20/9/2011,ssRNA(-)
